genero_musical;comida_favorita;filme_favorito;esporte_favorito;time;religiao;tem_filhos;idade;destino
5;0;1;0;1;5;0;21;Jogos
5;0;1;0;1;5;0;21;Jogos
7;0;1;0;1;5;0;32;Bar
4;2;3;0;1;5;0;18;Cinema
4;2;3;0;1;5;0;18;Restaurante
4;2;3;0;1;5;0;18;Shopping
4;2;3;0;1;5;0;18;Show
4;2;3;0;1;5;0;18;Museu
4;2;3;0;1;5;0;18;Estádio
4;2;3;0;1;5;0;18;Bar
0;5;5;0;1;5;0;17;Show
5;0;1;0;1;5;0;21;Jogos
5;0;1;0;1;5;0;21;Jogos
0;4;2;3;3;5;1;17;Shopping
5;0;1;0;1;5;0;21;Jogos
0;5;4;4;3;5;0;36;Restaurante
0;5;4;4;3;5;0;36;Parque
0;5;4;4;3;5;0;36;Show
0;5;4;4;3;5;0;36;Estádio
0;5;4;4;3;5;0;36;Bar
7;5;2;0;3;5;1;28;Cinema
7;5;2;0;3;5;1;28;Restaurante
7;5;2;0;3;5;1;28;Shopping
6;0;2;0;1;5;0;21;Restaurante
5;0;1;0;1;5;0;21;Jogos
4;5;0;7;1;5;0;55;Cinema
4;5;0;7;1;5;0;55;Restaurante
4;5;0;7;1;5;0;55;Parque
4;5;0;7;1;5;0;55;Shopping
4;5;0;7;1;5;0;55;Show
4;5;0;7;1;5;0;55;Museu
4;5;0;7;1;5;0;55;Biblioteca
4;5;0;7;1;5;0;55;Teatro
4;5;0;7;1;5;0;55;Bar
0;0;7;0;3;5;1;39;Estádio
7;0;8;0;1;5;0;36;Cinema
7;0;8;0;1;5;0;36;Restaurante
7;0;8;0;1;5;0;36;Parque
7;0;8;0;1;5;0;36;Shopping
7;0;8;0;1;5;0;36;Show
7;0;8;0;1;5;0;36;Museu
7;0;8;0;1;5;0;36;Estádio
7;0;8;0;1;5;0;36;Jogos
7;0;8;0;1;5;0;36;Bar
0;0;2;7;1;5;0;42;Museu
0;0;2;7;1;5;0;42;Jogos
0;5;5;7;1;5;0;30;Cinema
0;5;5;7;1;5;0;30;Restaurante
0;5;5;7;1;5;0;30;Parque
0;5;5;7;1;5;0;30;Museu
0;4;2;0;0;5;0;29;Cinema
0;4;2;0;0;5;0;29;Restaurante
0;4;2;0;0;5;0;29;Parque
1;0;4;7;0;5;0;30;Bar
0;0;6;1;3;5;0;18;Cinema
0;0;6;1;3;5;0;18;Teatro
0;0;1;0;5;5;0;22;Cinema
0;0;1;0;5;5;0;22;Museu
0;0;1;0;5;5;0;22;Jogos
4;5;1;0;5;5;0;21;Restaurante
0;0;5;0;5;5;0;28;Bar
0;0;5;0;1;5;1;60;Estádio
0;3;0;3;2;5;0;22;Cinema
0;3;0;3;2;5;0;22;Restaurante
0;3;0;3;2;5;0;22;Shopping
0;3;0;3;2;5;0;22;Jogos
7;1;1;1;1;5;0;22;OUTROS
1;1;7;3;1;6;1;21;Parque
4;1;5;7;3;6;1;44;Shopping
4;1;5;7;3;6;1;44;Shopping
7;1;7;3;1;6;0;43;Restaurante
1;0;3;2;3;4;1;41;Show
1;4;3;4;1;6;1;41;Cinema
1;4;3;4;1;6;1;41;Restaurante
1;4;3;4;1;6;1;41;Parque
1;4;3;4;1;6;1;41;Shopping
1;4;3;4;1;6;1;41;Show
1;5;7;4;1;6;1;40;Restaurante
1;1;2;7;2;4;1;39;Bar
1;0;0;2;1;6;1;39;Restaurante
1;1;7;2;4;6;0;25;Shopping
4;1;7;7;4;4;0;27;Cinema
4;1;7;7;4;4;0;27;Restaurante
4;1;7;7;4;4;0;27;Parque
4;1;7;7;4;4;0;27;Show
4;1;7;7;4;4;0;27;Teatro
4;1;7;7;4;4;0;27;OUTROS
5;1;6;4;1;6;1;28;Show
1;2;2;1;4;4;0;53;Museu
6;3;1;0;2;4;1;29;Estádio
5;4;4;0;0;3;0;28;Biblioteca
4;5;7;1;4;6;1;19;Estádio
6;1;5;4;4;6;1;25;Shopping
1;5;8;4;1;4;1;28;Museu
7;0;5;7;4;4;0;23;Cinema
7;0;5;7;4;4;0;23;Restaurante
7;0;5;7;4;4;0;23;Parque
7;0;5;7;4;4;0;23;Shopping
7;0;5;7;4;4;0;23;Jogos
7;0;5;7;4;4;0;23;Teatro
5;5;6;2;5;4;0;30;Cinema
5;5;6;2;5;4;0;30;Restaurante
5;5;6;2;5;4;0;30;Shopping
5;5;6;2;5;4;0;30;Show
5;5;6;2;5;4;0;30;Bar
7;6;8;7;5;6;0;28;OUTROS
0;5;7;7;0;6;1;57;Teatro
0;1;4;2;1;4;0;17;Cinema
0;1;4;2;1;4;0;17;Parque
0;1;4;2;1;4;0;17;Show
0;1;4;2;1;4;0;17;Museu
0;1;4;2;1;4;0;17;Biblioteca
0;1;4;2;1;4;0;17;Teatro
0;1;2;4;1;6;0;27;Bar
0;0;8;4;3;4;0;28;Bar
0;1;8;0;2;6;0;24;Cinema
0;1;8;0;2;6;0;24;Shopping
0;1;8;0;2;6;0;24;Show
0;1;8;0;2;6;0;24;Estádio
0;1;8;0;2;6;0;24;Bar
0;1;8;0;2;6;0;24;OUTROS
0;2;7;0;0;4;1;58;Shopping
0;0;4;2;4;4;0;32;Cinema
0;0;4;2;4;4;0;32;Restaurante
0;0;4;2;4;4;0;32;Shopping
0;0;4;2;4;4;0;32;Show
0;0;4;2;4;4;0;32;Teatro
0;0;4;2;4;4;0;32;Bar
0;0;1;7;5;6;0;19;Cinema
0;0;1;7;5;6;0;19;Restaurante
0;0;1;7;5;6;0;19;Parque
0;0;1;7;5;6;0;19;Jogos
0;0;1;7;5;6;0;19;Bar
0;0;8;0;0;4;0;38;Cinema
0;0;8;0;0;4;0;38;Restaurante
0;0;8;0;0;4;0;38;Parque
0;0;8;0;0;4;0;38;Show
0;0;8;0;0;4;0;38;Estádio
0;0;8;0;0;4;0;38;Jogos
0;0;8;0;0;4;0;38;Teatro
0;1;3;0;5;4;0;17;Cinema
0;1;3;0;5;4;0;17;Restaurante
0;1;3;0;5;4;0;17;Parque
0;1;3;0;5;4;0;17;Shopping
0;1;3;0;5;4;0;17;Bar
0;0;2;7;4;6;0;22;Restaurante
0;0;2;7;4;6;0;22;Parque
0;0;2;7;4;6;0;22;Jogos
0;3;2;0;4;4;0;17;Cinema
0;3;2;0;4;4;0;17;Parque
0;3;2;0;4;4;0;17;Shopping
0;3;2;0;4;4;0;17;Teatro
0;0;4;4;4;6;0;22;Restaurante
0;0;4;4;4;6;0;22;Shopping
0;0;4;4;4;6;0;22;Museu
0;0;4;4;4;6;0;22;Jogos
0;0;4;4;4;6;0;22;Bar
0;1;7;4;3;4;1;28;Bar
0;0;6;0;5;6;0;21;Bar
0;6;7;2;4;4;0;24;Restaurante
0;6;7;2;4;4;0;24;Show
0;6;7;2;4;4;0;24;Jogos
0;6;7;2;4;4;0;24;Teatro
0;6;7;2;4;4;0;24;Bar
0;6;0;7;3;3;0;29;Cinema
0;6;0;7;3;3;0;29;Parque
0;6;0;7;3;3;0;29;Show
0;6;0;7;3;3;0;29;Museu
0;6;0;7;3;3;0;29;Jogos
0;5;0;2;5;4;0;28;Restaurante
0;5;0;2;5;4;0;28;Parque
0;5;0;2;5;4;0;28;Museu
0;5;0;2;5;4;0;28;Bar
